title,url,tags,description,comments,annotations,created_at
"justforfunc #1: A Code Review - YouTube","https://www.youtube.com/watch?v=eIWFnNz8mF4","go,golang","","","","2017-08-11 08:59:35"
"How I Start.","http://howistart.org/posts/go/1/","go,golang","","","","2017-08-11 08:59:18"
"Resources for new Go programmers | Dave Cheney","https://dave.cheney.net/resources-for-new-go-programmers","go,golang","","","","2017-08-11 08:58:54"
"BTC-ECHO Bitcoin & Blockchain News","https://www.btc-echo.de","bitcoin,blockchain","","","","2017-08-11 08:57:55"
"CoinDesk - Leader in blockchain news.","https://www.coindesk.com","bitcoin,blockchain","","","","2017-08-11 08:57:32"
"Blockchain, the next big thing? - codecentric AG Blog","https://blog.codecentric.de/2017/07/was-ist-blockchain/","blockchain,bitcoin","","","","2017-08-11 08:57:06"
"TenX | Making Cryptocurrencies Spendable Anytime Anywhere","https://www.tenx.tech","bitcoin,blockchain","","","","2017-08-11 08:56:42"
"Kraken | Buy, Sell and Margin Trade Bitcoin (BTC) and Ethereum (ETH) - Buy, Sell, & Trade Bitcoin","https://www.kraken.com","bitcoin,blockchain","","","","2017-08-11 08:47:42"
"Going Go Programming","https://www.goinggo.net","golang","","","","2017-08-11 08:45:48"
"Git Cheat Sheet","http://www.alexkras.com/getting-started-with-git/","no_tag","","","","2016-08-23 23:17:23"
"REST und SPAs sind nicht immer die Lösung","https://jaxenter.de/rest-spa-webarchitektur-43004?utm_source=tw&utm_medium=social&utm_campaign=early","no_tag","","","","2016-07-12 08:50:54"
"miguel-perez/smoothState.js: Unobtrusive page transitions with jQuery.","https://github.com/miguel-perez/smoothState.js","no_tag","","","","2016-07-12 08:49:09"
"Tutorial: Continuous Delivery with Docker and Jenkins","http://blog.philipphauer.de/tutorial-continuous-delivery-with-docker-jenkins/","no_tag","","","","2016-07-04 14:12:11"
"Testing RESTful Services in Java: Best Practices","http://blog.philipphauer.de/testing-restful-services-java-best-practices/","no_tag","","","","2016-07-04 14:09:31"
"Students - Guide to Technical Development - Google Careers","https://www.google.com/about/careers/students/guide-to-technical-development.html","no_tag","","","","2016-06-24 20:51:33"
"Performance Checklists for SREs | USENIX","https://www.usenix.org/conference/srecon16/program/presentation/gregg","no_tag","","","","2016-06-09 21:08:54"
"Mockaroo - Random Data Generator | CSV / JSON / SQL / Excel","https://www.mockaroo.com","no_tag","","","","2016-05-18 13:47:45"
"Neue Firmware für Garmin-Devices unter Linux 【ツ】 By Schrottie 【ツ】 Altmetall","https://blog.dafb-o.de/neue-firmware-fuer-garmin-devices-unter-linux/","no_tag","","","","2016-05-04 07:15:02"
"What PostgreSQL Tells You About Its Performance","http://okigiveup.net/what-postgresql-tells-you-about-its-performance/","no_tag","","","","2016-04-29 21:52:30"
"postgresql-on-ext4-xfs-btrfs-and-zfs","http://www.slideshare.net/fuzzycz/postgresql-on-ext4-xfs-btrfs-and-zfs-54525451","postgresql,xfs,ext4,zfs,btrfs","","","","2016-04-26 09:11:31"
"Spotify engineering culture (part 1) | Labs","https://labs.spotify.com/2014/03/27/spotify-engineering-culture-part-1/","no_tag","","","","2016-04-07 07:46:45"
"Zahlungserinnerung - Mahnung - Verzugszinsen - Mahnverfahren - Verzugsregelung","http://www.gewerbeauskunft.com/Geld-in-Verzug/mahnung.php","Mahnung","","","","2016-04-03 14:49:58"
"Backups with Obnam","http://code.liw.fi/obnam/manual/obnam-manual.en.html","no_tag","","","Highlight:obnam -r /media/backups/tomjon-repo force-lock
","2016-03-24 21:34:49"
"https://www.ernw.de/download/ERNW_Stocard_Docker-Devops-Security_fbarth-mluft.pdf","https://www.ernw.de/download/ERNW_Stocard_Docker-Devops-Security_fbarth-mluft.pdf","docker","","","","2016-03-14 22:49:56"
"https://www.inovex.de/fileadmin/files/Vortraege/2015/docker-security-nils-magnus-guug-26.03.2015.pdf","https://www.inovex.de/fileadmin/files/Vortraege/2015/docker-security-nils-magnus-guug-26.03.2015.pdf","docker","","","","2016-03-14 22:49:22"
"Garmin Connect Web API","http://sergeykrasnov.ru/subsites/dev/garmin-connect-statisics/web_api.php","no_tag","","","","2016-02-15 13:19:43"
"2ndQ talks at PGDay FOSDEM 2016 |","http://blog.2ndquadrant.com/2ndq-talks-at-pgday-fosdem-2016/","no_tag","","","","2016-02-10 08:52:00"
"Videos der linux.conf.au 2016 veröffentlicht - Pro-Linux","http://www.pro-linux.de/news/1/23230/videos-der-linuxconfau-2016-veroeffentlicht.html","no_tag","","","","2016-02-10 08:51:47"
"Getting Started With Puppet Code: Manifests and Modules | DigitalOcean","https://www.digitalocean.com/community/tutorials/getting-started-with-puppet-code-manifests-and-modules","no_tag","","","","2016-02-09 15:43:28"
"Documentation - Vagrant by HashiCorp","https://www.vagrantup.com/docs/","no_tag","","","","2016-02-09 09:25:14"
"Packer by HashiCorp","https://www.packer.io","no_tag","","","","2016-02-09 09:14:52"
"Which should I choose: Chef, Puppet, Ansible, SaltStack, Docker, or something else? - Quora","https://www.quora.com/Configuration-Management/Which-should-I-choose-Chef-Puppet-Ansible-SaltStack-Docker-or-something-else?share=1","no_tag","","","","2016-02-09 09:06:21"
"Git - Documentation","http://git-scm.com/doc","no_tag","","","","2016-02-09 09:01:02"
"My Library","https://www.diigo.com/user/mradspieler","no_tag","","","","2016-02-09 08:59:56"
"Diigolet | Diigo","https://www.diigo.com/tools/diigolet","no_tag","","","","2016-02-09 08:59:42"
"Ansible Loves PostgreSQL |","http://blog.2ndquadrant.com/ansible-loves-postgresql/?utm_source=New consolidated all contacts&utm_campaign=dde0bb324a-November_Newsletter&utm_medium=email&utm_term=0_96b2cc76d3-dde0bb324a-82082201","no_tag","","","","2016-02-08 08:13:41"
"bash-handbook: For those who wanna learn Bash","https://github.com/denysdovhan/bash-handbook","bash,shell","","","","2016-02-06 14:08:32"
"Apache Camel Introduction & What's in the box","http://www.slideshare.net/davsclaus/apache-camel-introduction-whats-in-the-box","no_tag","","","","2016-02-06 14:05:47"
"Continuous Integration mit Java und JavaScript, Teil 1: Die Kunst der Versionierung | heise Developer","http://www.heise.de/developer/artikel/Continuous-Integration-mit-Java-und-JavaScript-Teil-1-Die-Kunst-der-Versionierung-2853319.html","no_tag","","","","2015-11-22 20:50:18"
"Continuous Integration mit Java und Javascript, Teil 2: Praktische Umsetzung | heise Developer","http://www.heise.de/developer/artikel/Continuous-Integration-mit-Java-und-Javascript-Teil-2-Praktische-Umsetzung-2922729.html","no_tag","","","","2015-11-22 20:50:06"
"ERP Baukasten Nuclos - Open Source ERP Unternehmenssoftware","http://www.nuclos.de","erp","","","","2015-11-19 23:20:17"
"Aus der Java-Trickkiste: Seiteneffektfreier Code – Mehrere Threads - JAXenter","https://jaxenter.de/aus-der-java-trickkiste-seiteneffektfreier-code-mehrere-threads-30655","no_tag","","","","2015-11-19 21:37:39"
"What Do WebLogic, WebSphere, JBoss, Jenkins, OpenNMS, and Your Application Have in Common? This Vulnerability. |","http://foxglovesecurity.com/2015/11/06/what-do-weblogic-websphere-jboss-jenkins-opennms-and-your-application-have-in-common-this-vulnerability/#jenkins","no_tag","","","","2015-11-10 20:48:20"
"How to find out which table a file on disk in PostgreSQL is","http://blog.2ndquadrant.com/postgresql-filename-to-table/","no_tag","","","","2015-11-07 00:12:04"
"More Feature Branching Means Less Continuous Integration","http://www.infoq.com/news/2015/10/branching-continuous-integration?utm_source=twitter&utm_medium=link&utm_campaign=calendar","no_tag","","","","2015-11-04 23:20:11"
"Neun Jahre Microservices | heise Developer","http://www.heise.de/developer/artikel/Neun-Jahre-Microservices-2867634.html","no_tag","","","","2015-11-04 23:20:03"
"Leaky Abstractions, or How to Bind Oracle DATE Correctly with Hibernate | Java, SQL and jOOQ.","http://blog.jooq.org/2014/12/29/leaky-abstractions-or-how-to-bind-oracle-date-correctly-with-hibernate/","no_tag","","","","2015-11-04 22:56:57"
"131107 1540 Dune Markus Winand Recording on 2013-11-07 1540-Vimeo on Vimeo","https://vimeo.com/79867924","no_tag","","","","2015-11-04 22:56:10"
"About Optimizer Hints","http://use-the-index-luke.com/blog/2013-07/about-query-optimizer-hints","no_tag","","","","2015-11-04 22:56:02"
"Indexes: The neglected performance all rounder","http://www.slideshare.net/MarkusWinand/indexes-neglectedperformanceallrounder","no_tag","","","","2015-11-04 22:55:55"
"7 Tips to boost your Hibernate performance","http://www.thoughts-on-java.org/tips-to-boost-your-hibernate-performance/","no_tag","","","","2015-11-04 22:55:44"
"REST vs. Messaging For Microservices","http://de.slideshare.net/ewolff/rest-vs-messaging-for-microservices","no_tag","","","","2015-11-04 22:55:37"
"Microservices with Spring Boot and Spring Cloud","http://de.slideshare.net/ewolff/microservices-with-spring-boot-and-spring-cloud","no_tag","","","","2015-11-04 22:55:28"
"Working with Git - PostgreSQL wiki","https://wiki.postgresql.org/wiki/Working_with_Git","no_tag","","","","2015-10-18 21:26:34"
"Formatting your code using the Eclipse Code Formatter - Peter Friese","http://www.peterfriese.de/formatting-your-code-using-the-eclipse-code-formatter/","no_tag","","","","2015-10-12 20:58:24"
"Leistungsmessung - Delta-Bike Sports Online Shop","https://www.deltabikeshop.de/sites/liste.php?kat=Leistungsmessung&anzahl=25&sort=az&preis_min=0&preis_max=3300&hersteller=STAGES+%28POWER+METER%29&view=liste","sports,shop","","","","2015-09-19 17:51:03"
